REF_VALUE	RED_VALUE	NODE
0.11325566476355087	0.011622000000000021	n1
0.0	0.04818955792286983	n3
0.11364542569690483	0.15803689623022998	n4
0.12657072684085668	0.15803689810736998	n10
0.1336164165964362	0.16409200000000002	n9
0.15948940969131253	0.18334788999999985	n14
0.22230331925210778	0.20313630000000005	n7
0.35875450586499036	0.20952300000000001	n8
0.3677229625944408	0.20976700000000004	n106
0.1788805229355539	0.22610320000000017	n6
0.20058006670342066	0.23892255792286987	n5
0.20303875160873586	0.2389225599999999	n19
0.20468434184455275	0.24205509999999997	n20
0.21112574796524208	0.2497218	n13
0.20490757953083905	0.24975529810736996	n12
0.26059226955914416	0.24998680000000006	n36
0.21555676799615187	0.25447700000000006	n21
0.2181327297808633	0.26209389810736994	n25
0.2182661360858812	0.2620939	n32
0.2275440592422675	0.26294569999999995	n17
0.41296037024258536	0.2711992	n112
0.30967063913995385	0.2856697	n72
0.30966339899877693	0.2856704	n35
0.24375101739067162	0.29005340000000013	n18
0.2661572565903755	0.2905961599999999	n22
0.24892344128576005	0.2922836000000001	n34
0.2511893775437448	0.2926719	n40
0.27435001263873904	0.29571614999999984	n54
0.264559598770683	0.2964130999999999	n30
0.26266992192352423	0.3002713	n27
0.32563546015206624	0.3008168	n74
0.4414826382554231	0.30253700000000006	n169
0.25848294828094986	0.30736300000000005	n43
0.2869395455317797	0.3137962999999999	n59
0.2862133365787043	0.31379650000000003	n37
0.33692628467690755	0.3152596	n78
0.2909841431388781	0.31947040000000004	n23
0.2731261606264739	0.32670900000000014	n42
0.30706162745153687	0.3293828499999999	n58
0.3181950741002304	0.3413391499999999	n69
0.3011369260728357	0.3425492	n31
0.32973347257108054	0.3431362	n38
0.3066463651320378	0.34795869999999995	n64
0.3266158409649895	0.3482238999999999	n75
0.32726490621382576	0.354723	n29
0.48705673660209525	0.35901099999999997	n170
0.48753083445402445	0.3590119999999999	n307
0.39356416610648315	0.365553	n16
0.3941356009527006	0.36671600000000004	n90
0.49493257826347925	0.36729560000000006	n309
0.3538517235980644	0.36809907	n83
0.3318943865589943	0.3684235	n49
0.3443287927234866	0.369834	n53
0.35670514368187545	0.37235149999999995	n84
0.3367682082612129	0.37539657000000004	n41
0.35505197811316047	0.37647600000000003	n50
0.38451988900970846	0.381613	n47
0.3478847612471604	0.3855305699999999	n26
0.34721546382603563	0.3856651	n55
0.36752009115713147	0.3928323	n79
0.3528198559960054	0.3937944000000001	n39
0.37724864204113195	0.3939910000000001	n104
0.3829699182458006	0.3963052	n92
0.3761463439546249	0.3984052	n82
0.37917107382328163	0.4011405	n63
0.3810241075114842	0.4033742	n110
0.36262087533011855	0.40391050000000006	n97
0.443375264789728	0.40396299999999996	n136
0.3852168196363248	0.40925100000000003	n116
0.38174731716903887	0.40948209999999996	n52
0.3916357947270347	0.4126155	n109
0.3691506782115096	0.41274390000000005	n33
0.428009660654449	0.4130498	n48
0.4368862212216287	0.4148434	n71
0.4056124314082097	0.4155616	n57
0.39618169166461725	0.4168448899999999	n15
0.4376139894865909	0.4180503	n134
0.405219090627274	0.41960909999999996	n137
0.43955867933979187	0.4217558	n77
0.3981119133023663	0.422767	n138
0.4210308751664109	0.42461079999999995	n100
0.3988410893725576	0.42506449999999996	n70
0.40962789415090584	0.4269963	n85
0.40944702469817307	0.42891979999999996	n130
0.4354835109069576	0.4318508	n103
0.4222270805655155	0.4321276999999999	n80
0.4209738657584776	0.43267539999999993	n102
0.4332362917546819	0.43395249999999996	n11
0.5404364633299386	0.434871	n105
0.419409767333907	0.4355302999999999	n147
0.4563324359625267	0.4360566	n89
0.40452183821660503	0.43821350000000003	n95
0.4052681090645749	0.43821430000000006	n145
0.4107344290607683	0.43912489999999993	n44
0.4188590473360564	0.4391830000000001	n158
0.4564497530649294	0.4394217	n73
0.40850016171659775	0.443446	n46
0.429879373482696	0.4440094	n62
0.39671979504608346	0.4447162	n113
0.4439480404028302	0.44559819999999994	n197
0.43196574083182593	0.44932989999999995	n148
0.5487742903552162	0.449391	n216
0.4699772864704379	0.4506831	n135
0.4106947423609839	0.45135519999999996	n94
0.481570897721596	0.45219339999999997	n252
0.4060061878268799	0.4525068	n45
0.471660753370745	0.452867	n253
0.4324634334993904	0.45374309999999995	n24
0.43689091390572476	0.45387370000000005	n179
0.5560988998457999	0.455913	n215
0.4545130153001211	0.45596119999999996	n198
0.410919052660778	0.456091	n140
0.4780556751035451	0.45632000000000006	n201
0.4270377521474694	0.45935209999999993	n51
0.4846370049970784	0.460017	n209
0.4280752375627749	0.46036900000000003	n87
0.4129039909950879	0.4612265	n153
0.47584421420408174	0.461716	n210
0.43985467910413867	0.4621191	n141
0.4437146799265651	0.4624705	n76
0.45110333785122614	0.46546266999999997	n160
0.4517510355178399	0.46624750000000004	n60
0.4505014407813904	0.46790200000000004	n204
0.4389110473707555	0.46935060000000006	n124
0.4448426536989124	0.47030229999999995	n144
0.44907995973033477	0.470707	n176
0.4494075908670232	0.4732199	n212
0.429928566219692	0.47368679	n149
0.4565570144156975	0.474928	n172
0.4696061621967801	0.47545799999999994	n223
0.44093332606280145	0.4765912	n65
0.44388153836535404	0.4772552000000001	n164
0.45230079150430036	0.47762759	n229
0.45442381407928845	0.47903930000000006	n98
0.4535913721436453	0.48104230000000003	n188
0.4940608116351106	0.4815882	n269
0.46745718103413914	0.48197900000000005	n121
0.4745313352706789	0.484363	n101
0.45405513000136044	0.4844457	n214
0.4506935726759539	0.4856566	n156
0.4849155747919254	0.48743506999999997	n99
0.4316546829145981	0.4879704	n139
0.45887560258924076	0.48838899999999996	n207
0.47239607015326757	0.488619	n173
0.4941982402407824	0.49411779999999994	n224
0.4696931779675908	0.4952023	n157
0.4851624099753806	0.4952158	n175
0.5848573037223537	0.4979914000000001	n516
0.4761292612437482	0.49836330000000006	n230
0.45471319179599223	0.4985740000000001	n56
0.49985689860963955	0.499061	n328
0.49992304668465826	0.5000902	n199
0.493339613127883	0.500176	n247
0.4583370165316959	0.5012300000000001	n154
0.48685231255673367	0.501667	n195
0.4780354295235877	0.5054695	n244
0.5168841500049455	0.505941	n287
0.49314167571270917	0.5065077	n228
0.49015649846714815	0.5066959	n187
0.4864119376734861	0.5074382	n143
0.4801904307295404	0.5084422000000001	n182
0.5003537278233302	0.5090979	n177
0.5014812859579432	0.511678	n118
0.4826290309469242	0.5122563	n150
0.4876634765219183	0.5126903	n162
0.5144761326801992	0.5127120000000001	n117
0.4984705939185683	0.512977	n232
0.49930388053734887	0.5144032199999999	n236
0.4921714029413288	0.5153019	n304
0.46715128506941717	0.515433	n167
0.506226662192617	0.5161534	n347
0.4953724838783172	0.5178343	n61
0.5067842871399231	0.51861	n299
0.5394530108200826	0.5191227	n292
0.6151731021890554	0.51983499	n492
0.47641283343984164	0.5200369	n168
0.49896506874560975	0.5212069	n281
0.5205662846924604	0.5216192	n342
0.6036598028742851	0.522774	n454
0.47457157168488584	0.5234972	n261
0.5056998748836568	0.5237069999999999	n306
0.5146635718906667	0.524957	n242
0.49373580974228304	0.5258474	n221
0.5076617748205883	0.52634014	n125
0.5109054023131259	0.5264565	n314
0.5083339455051468	0.527056	n196
0.5059514563818834	0.527162	n131
0.49499598312945203	0.5291762	n189
0.5011065416136969	0.5293904	n285
0.5254995157753357	0.530201	n336
0.49289716005596407	0.5303268999999999	n161
0.511621774059569	0.5307646	n226
0.4858356090281396	0.5316270000000001	n284
0.5522079943466832	0.531969	n279
0.5135305970578399	0.532417	n282
0.5000002346342047	0.5336159	n245
0.5189235100671011	0.5339885	n256
0.5232939542501647	0.535652	n240
0.5162854975909704	0.5358955699999999	n96
0.513690423174319	0.5362584	n338
0.54349274144339	0.5365278	n128
0.6346374038752265	0.537469	n838
0.5264751918372611	0.537935	n365
0.5261689606808179	0.5381929999999999	n344
0.5229540698449179	0.5385842999999999	n274
0.5395170994771668	0.5386561	n265
0.5085553061177945	0.538772	n293
0.5316541720824152	0.539007	n359
0.5194332696366271	0.5397232000000001	n355
0.5178339492659978	0.5406831999999999	n66
0.5257629764681602	0.541564	n337
0.5279405159654431	0.5415747	n315
0.5449667322887142	0.5420590000000001	n341
0.547299044552088	0.54206	n468
0.5264471698093729	0.5430754	n373
0.526547727325718	0.5433766	n369
0.5228437247303152	0.5435556	n233
0.5462155708326408	0.5440843	n327
0.5179032669139318	0.5443355000000001	n86
0.5215813927084618	0.5470212000000001	n366
0.5435431542782511	0.5472243999999999	n378
0.5184296385851579	0.5495028	n331
0.5278386713128889	0.550739	n225
0.5291104691489472	0.5508421800000001	n395
0.5259024162241588	0.5511987	n389
0.5335096861893542	0.552184	n316
0.535463290801571	0.55343	n441
0.5336210328568198	0.5535323	n361
0.572555111921119	0.5541573	n295
0.5478247860628784	0.5542905	n352
0.5208951882169224	0.5547702	n311
0.5078356360848153	0.5549120000000001	n258
0.5249448405151758	0.555042	n388
0.5499057098984568	0.5554882	n115
0.5452896372221343	0.5562199999999999	n320
0.5579596161282512	0.5569698999999999	n520
0.5566774407565057	0.5569704	n485
0.5478444685207444	0.5577083	n340
0.5176431581383188	0.5578353	n181
0.5416514662807652	0.5581579	n414
0.5315222942516458	0.5582308	n286
0.5459857633886199	0.560666	n381
0.5313081201494992	0.561034	n129
0.5459212725014705	0.5612233	n211
0.5420431042877578	0.5613767000000001	n408
0.5781661797694071	0.5617689	n325
0.6372213298152325	0.5628787	n668
0.5571512677735242	0.5638687	n263
0.5457541593169737	0.5639831	n458
0.5402791913743747	0.564238	n107
0.5753241964271217	0.5644169	n464
0.5517269808191632	0.56518775	n393
0.5468720102993421	0.5660376	n422
0.5573458130484801	0.5664307	n180
0.6496540600211189	0.5666709999999999	n111
0.6548693616411769	0.5666713	n1087
0.5258260997730873	0.5668603000000001	n278
0.5700871207528577	0.566875	n326
0.5662997224572326	0.567105	n127
0.5551658601708048	0.567734	n241
0.5312236518357693	0.567878	n391
0.6430855572443707	0.5678958999999999	n330
0.5558028585176794	0.5683033	n475
0.5412592785593502	0.5688692	n208
0.5509480086668781	0.5697817000000001	n372
0.5693365594508573	0.5702326	n450
0.5450807457415132	0.5707024	n334
0.542088019978392	0.570865	n390
0.5814137853172914	0.5711307	n254
0.5693615915685928	0.5712440000000001	n67
0.5605286595558381	0.5716444	n524
0.5620877971429358	0.5718595	n540
0.5480029069434978	0.57272147	n382
0.555721916420856	0.57287741	n495
0.578251184389891	0.57308157	n88
0.5606430537864322	0.5739386000000001	n500
0.5892083336009282	0.574122	n271
0.5615387933266975	0.5746378	n460
0.5656137324883945	0.574743	n493
0.5880521903163354	0.5759727	n615
0.5714416975363716	0.5760189	n193
0.5600849997937231	0.576039	n404
0.5774058308691491	0.57756	n321
0.5645323235499495	0.5777	n351
0.5812903006872194	0.5782873	n483
0.5674686030272291	0.578838	n394
0.5596677531392347	0.5791040000000001	n227
0.5699011563859634	0.5799862	n122
0.5562375351416677	0.580023	n490
0.5595875752795355	0.580148	n430
0.561552603225609	0.5807905	n354
0.5517043084511446	0.5815621	n166
0.5732099009037855	0.581871	n439
0.5926732372377999	0.5820841	n270
0.5610249444181736	0.5822392	n303
0.5988841119003505	0.582388	n715
0.5778217367567526	0.5824982	n348
0.565505720308171	0.5825400000000001	n401
0.5898630032553418	0.58267475	n654
0.5991552149644173	0.5828229	n502
0.5591657700176396	0.582878	n489
0.6028749648668797	0.583582	n448
0.575793692767103	0.5837419	n550
0.5717469901559957	0.584001	n558
0.5642451312832677	0.5842887999999999	n275
0.5529368352251531	0.58431	n434
0.5930145026329376	0.5846349	n695
0.6593387678279929	0.5846842999999999	n767
0.5787275588639902	0.5851026	n539
0.5723649496131089	0.5851033999999999	n194
0.553649318747631	0.58543644	n416
0.5649990445024797	0.585441	n445
0.5559152147826092	0.585459	n283
0.6047707904709713	0.5862700000000001	n603
0.5712951517158846	0.586891	n576
0.5922226457108914	0.588133	n696
0.5590024646110949	0.5883092	n213
0.5758932044852781	0.5883693999999999	n512
0.5901342672114345	0.5885210000000001	n398
0.5951995370171056	0.5885210000000001	n700
0.5798355954327634	0.5886009999999999	n541
0.5657069694175498	0.5887862	n294
0.5833823247318355	0.588966	n621
0.5765978431807142	0.5889664	n440
0.5864565436469699	0.5891206	n298
0.5779936230713587	0.589315	n255
0.5862937745471791	0.5904594999999999	n387
0.5721872980008992	0.591365	n496
0.5744177977901239	0.5919947	n376
0.6160284980537629	0.5920407000000001	n742
0.5693735646168723	0.5928302	n353
0.5693631066351723	0.5929291000000001	n93
0.5842055301244107	0.5936562999999999	n411
0.6082212124847224	0.594399	n205
0.5580175372576659	0.594793	n497
