REF_VALUE	RED_VALUE	NODE
0.5853492042769766	0.5950489999999999	n459
0.5803831378130972	0.5954148	n152
0.5858930193253715	0.595458	n535
0.5817511222654573	0.5954585	n547
0.5720716179748626	0.5965253	n438
0.5808280042654085	0.5970379	n561
0.5744470265082082	0.597254	n518
0.5914779837831832	0.5977956	n626
0.572260637949487	0.598446	n595
0.5676893200717723	0.59937329	n529
0.58058492322923	0.5998085	n481
0.5834827226969215	0.599971	n264
0.5851770766243314	0.6001929	n647
0.5781594625273152	0.6002350999999999	n368
0.5746052370005914	0.6003289	n562
0.6049828582283421	0.6005051100000001	n624
0.5925534129013228	0.60131	n357
0.579668884478332	0.6019953	n246
0.6015348080312097	0.602237	n525
0.5810488553866403	0.60225397	n610
0.5969677537921882	0.6023955	n523
0.6194903581498066	0.602434	n604
0.5846517373436064	0.603069	n418
0.5699419156992553	0.6032071999999999	n571
0.5925484373154142	0.6032955	n657
0.5665796745827376	0.603354	n257
0.5899358337125133	0.6040159	n542
0.6070137178284494	0.604534	n276
0.5706483657707524	0.6051442	n400
0.6212393885507705	0.6056374	n780
0.5848956228399156	0.6059705	n517
0.5672322258254737	0.6060540999999999	n386
0.5883458853024075	0.6062998	n602
0.5928387280943663	0.6065109	n163
0.5894394147734894	0.6072629	n396
0.5946215458208222	0.6072911	n457
0.5752616764672926	0.607421	n572
0.6137339096074541	0.6078399999999999	n719
0.5794679303376677	0.60795	n608
0.5939893742347322	0.608479	n421
0.5835842187500859	0.6098399	n532
0.5903900855330166	0.6101057	n431
0.6010388449529265	0.6102538	n300
0.5976193664981051	0.6104575999999999	n534
0.6069705451347652	0.6116432	n248
0.5896912778327619	0.6121916000000001	n234
0.623080931866772	0.6123416	n251
0.6017213489278646	0.6130120000000001	n273
0.6166137427988919	0.6131365	n484
0.6059164342100907	0.613254	n370
0.6045177193807356	0.6144091	n424
0.5852065466804549	0.6145204	n301
0.5965443396100307	0.6149537	n686
0.681472697273434	0.6150784	n667
0.6027827938473977	0.615559	n747
0.6127099659376832	0.6170756	n151
0.5911198649483058	0.6171326	n527
0.6357589553741966	0.6171755999999999	n689
0.5983964749844206	0.6184096	n551
0.6123291881424562	0.6205839	n592
0.7031088133822908	0.6206578	n1119
0.5883517176383555	0.6209522000000001	n588
0.6036853981141121	0.621081	n545
0.6006521141527317	0.6211450000000001	n482
0.5935706527366709	0.6220061	n567
0.6037038215918735	0.62212428	n432
0.6042113139245975	0.6223717	n771
0.601382054460047	0.6224001	n640
0.615748009621504	0.6224659	n675
0.6406688343202427	0.622997	n296
0.6072884409631045	0.62332	n669
0.6072791896716008	0.6238495	n665
0.6422308907568484	0.6241059	n870
0.6411752513579254	0.6244365000000001	n743
0.6461482898096045	0.625338	n1016
0.6042581737272144	0.6255362999999999	n701
0.6140747325495202	0.6258528000000001	n371
0.6066868388619834	0.6259186999999999	n185
0.5939305145684981	0.626028	n461
0.5978628497643488	0.6260300999999999	n191
0.635133621699218	0.6260856	n896
0.6032938941838082	0.6261369999999999	n91
0.6264048270503901	0.6264387	n781
0.6026190728031189	0.626548	n674
0.6176783117052663	0.6265724	n487
0.6252499615166385	0.6271331	n788
0.6291776670444367	0.627698	n634
0.6187426124582638	0.6282744	n618
0.6117619096735808	0.628772	n740
0.6253363699200505	0.628816	n778
0.6071598614188711	0.629182	n772
0.6057307379965733	0.6298752	n392
0.6022560065384375	0.6300692999999999	n612
0.6088779737354761	0.6303786	n694
0.611882149647792	0.6305187999999999	n28
0.6177554460241375	0.6305907	n753
0.6064032224205826	0.6309863	n443
0.607684610762167	0.6310095	n639
0.6104492988935549	0.63137	n165
0.6179341300268484	0.631711	n402
0.6196283230622321	0.6320193999999999	n358
0.6151422511430407	0.632100953	n820
0.6073336248071156	0.632315	n789
0.6169377793395627	0.6324299	n544
0.6258175711549343	0.632439	n625
0.605099370870614	0.6326933	n583
0.6253240616800498	0.632849	n641
0.6143804408068784	0.632906	n726
0.6141444524275195	0.63296106	n645
0.5913259408184692	0.6331705	n250
0.6342107584448772	0.633384	n280
0.6018861962163264	0.6340602	n332
0.6650952029626764	0.634096	n744
0.6223846448082604	0.6343223	n777
0.705211350380049	0.635398	n453
0.6222721008359668	0.635426	n853
0.6068159413053018	0.6358796	n289
0.6203171822722032	0.6372086	n802
0.6285566238234888	0.637327	n806
0.6289337815481275	0.63747014	n362
0.6378937244078606	0.637657	n795
0.6325172492006046	0.6382373	n663
0.63308696786521	0.638243	n644
0.624170975343954	0.6386667	n881
0.6213027263783992	0.6386669	n427
0.6257611248690926	0.638899	n267
0.6275885901328058	0.639008	n735
0.6183667955005098	0.6396246999999999	n855
0.6178636673639951	0.63962516	n436
0.6365280192592047	0.6396343	n826
0.7157717666699324	0.6401779999999999	n1120
0.6193866766466203	0.6402344	n345
0.632420043601471	0.6402694	n903
0.6099292154190176	0.6403263	n673
0.6225488485286177	0.6406461	n773
0.6186527006309823	0.6411932	n504
0.6437345071872547	0.641213	n1028
0.642982739195058	0.641214	n519
0.6340197125714903	0.6412457	n816
0.6288144532953979	0.641249	n570
0.6478578882564923	0.6414042	n397
0.6494378613609768	0.6414043	n1067
0.6706553632331231	0.641421	n809
0.6266587682983339	0.6416299	n538
0.6268121520299325	0.6417417999999999	n200
0.6462098028535033	0.6417588000000001	n730
0.628537625156734	0.6426398	n846
0.6288918155446395	0.642768	n858
0.6209460287564196	0.6429324000000001	n474
0.7202330344017587	0.6429522000000001	n1760
0.6218739735172529	0.6429966	n875
0.6226013261444809	0.6429967	n884
0.6344041908833189	0.6434546999999999	n664
0.6170701398464106	0.6438222	n417
0.6294740167489403	0.6439233	n660
0.6196781995903394	0.6444687	n611
0.6301711753059271	0.6446414	n556
0.7071539875191497	0.6450277	n1032
0.6335893264015328	0.6451142	n425
0.6262031757109461	0.6452878	n702
0.6541639305525122	0.645301	n383
0.6269530666295042	0.6461399999999999	n856
0.6445615538769541	0.6466369000000001	n708
0.633617697028811	0.6466491999999999	n494
0.626805314118821	0.6467581	n891
0.6294202117738613	0.6469753	n845
0.6287791911263328	0.647505	n335
0.6353545800818005	0.6479064999999999	n942
0.6321332133418479	0.6483215	n918
0.6223142545468188	0.6486407	n807
0.6185212250302783	0.6487035	n755
0.6370899346605415	0.6487976	n974
0.630107622955597	0.6488647000000001	n259
0.6254674969213647	0.650034	n783
0.6287049126409259	0.6501129999999999	n349
0.6705922131128583	0.6503673999999999	n202
0.6405481478706592	0.650545	n171
0.6169965451521148	0.6507502000000001	n817
0.6105961664980942	0.650751	n363
0.6553545315460392	0.651037	n716
0.6286866782112952	0.651185	n536
0.6370356336017151	0.651397	n717
0.7130360525109205	0.6522842	n1002
0.6322602241888263	0.6526771	n123
0.6482913715979532	0.653008	n380
0.6251685059060983	0.65341	n599
0.630858318334286	0.6534711	n831
0.6490554746454882	0.6535464	n982
0.629958114040295	0.6541	n793
0.6453630026452928	0.654208	n469
0.6416348662459671	0.6543571	n478
0.7120203009268145	0.6544926	n1001
0.6371804364252521	0.654612	n947
0.6329395907692544	0.655192	n471
0.630664309366084	0.655381	n949
0.6415124542294028	0.655598	n927
0.665565543985795	0.6557445000000001	n895
0.6738289584489773	0.656137	n988
0.6451553178548679	0.6564065	n824
0.6339377380841655	0.656954	n786
0.6388175127913518	0.656954	n975
0.6572855040132438	0.6573831	n449
0.6388791880680436	0.657711	n1006
0.6607819558949102	0.657847	n843
0.6510597870612804	0.6584411	n379
0.649892649488234	0.65890839	n852
0.6447396801206411	0.659119	n677
0.6468028522026674	0.6593013	n159
0.6574528317204422	0.6595679999999999	n902
0.6415835148742868	0.6602600000000001	n892
0.6512862425880899	0.6610320000000001	n872
0.6454722483310502	0.6612731000000001	n596
0.6350258240416959	0.6619059	n346
0.6578368005408546	0.6620341000000001	n1080
0.6486198192616743	0.6631855	n959
0.6798876024394502	0.6633640000000001	n1114
0.6726465361334464	0.6640483	n1222
0.6447798226811661	0.6643422999999999	n628
0.6626601021468614	0.6646111	n827
0.6809308665600283	0.6646784	n291
0.7373621358126866	0.6651811	n983
0.6537298438659533	0.6653799	n811
0.6440336322792094	0.665427	n578
0.6389954325569386	0.665746	n739
0.6601151925231974	0.6674163	n937
0.6601540747628509	0.6674763	n522
0.6526240463778774	0.6680547	n243
0.646795746138179	0.668328	n957
0.6430256437353653	0.6684019999999999	n613
0.6477187300615395	0.6685105	n693
0.6642121738924773	0.6685126	n681
0.6603585041712801	0.6685638	n966
0.660544774233024	0.6686842	n978
0.6484202192955635	0.6687897	n1036
0.6556706843774285	0.6693009	n526
0.6425695148412235	0.6694340000000001	n756
0.6608400379163513	0.669492	n1167
0.661012031492308	0.6696504999999999	n839
0.6553834921107466	0.6697744999999999	n1041
0.6471718178416412	0.669845	n732
0.6609990260535274	0.6700288	n1177
0.6769044095288785	0.6702407	n447
0.6558331853238423	0.670372	n452
0.6702268541368042	0.6705386	n651
0.6500487147536017	0.6707309	n1026
0.6575654561387487	0.671184	n1047
0.6620068805206831	0.671869	n761
0.6558144145874579	0.671874	n1073
0.6491758621040566	0.671924	n155
0.6643630101669951	0.672168	n655
0.6461153739825876	0.6722036	n850
0.6564471224803018	0.67254274	n1134
0.6547884999903666	0.6726166	n509
0.6643651553940104	0.6729415	n997
0.7206854225562925	0.673027	n1159
0.6688026915519794	0.6733290000000001	n1155
0.646488817782956	0.673433	n887
0.6769243869554591	0.673558	n1027
0.6474042263734183	0.6736414	n848
0.6794514107488826	0.673754	n1266
0.6488424267875248	0.6739569999999999	n1030
0.6766244574033735	0.674335	n791
0.6815280441304303	0.6743584	n720
0.6575531478987482	0.674429	n580
0.6650565754687311	0.674536	n766
0.6764458672543445	0.67460555	n797
0.6490204940374689	0.6747024	n1063
0.6530671832409074	0.674831	n1055
0.6521336072591586	0.6749242	n399
0.6496013008442099	0.674979	n986
0.6826373946507505	0.675353	n1124
0.6542746778971804	0.6755029	n456
0.6863450173167417	0.6755648000000001	n880
0.6507449749967757	0.675765	n792
0.6574581947879805	0.675874	n1061
0.6853764473193049	0.6764496	n1221
0.6895581651556917	0.6765410000000001	n1068
0.675529251973686	0.6767426000000001	n219
0.6603671896591585	0.6767583	n1118
0.6633261951351319	0.6770415999999999	n1045
0.6501228591623203	0.677217	n237
0.651359716613366	0.6773463	n908
0.6674781613543495	0.6774793	n854
0.6858409157834688	0.6777609	n1325
0.6567167507007954	0.677779	n864
0.660379859906218	0.67798	n919
0.6656073759125947	0.6781753	n926
0.6779062305450535	0.6784573	n911
0.6595634669501835	0.6788896	n907
0.6620879969172015	0.6789548000000001	n643
0.7384514016450754	0.6791794	n1347
0.6649217077278089	0.6794861	n921
0.6714375934489379	0.679737	n406
0.6814621722533898	0.680977	n575
0.6643170218628532	0.6810733	n312
0.6856313271040678	0.681192	n713
0.6981768828432935	0.6812568999999999	n631
0.6787952662508958	0.6817649	n1294
0.676595764992043	0.681765	n796
0.6664744364491982	0.6820932	n455
0.665916556756184	0.682114	n1070
0.6743835800784619	0.6824036	n973
0.6726124806545775	0.6824437999999999	n1180
0.6678077620775913	0.6824508	n1111
0.6920237818258003	0.6827468	n1399
0.6581372127690187	0.683161	n863
0.6883870052819914	0.68317792	n632
0.6630010591656159	0.6832539	n1131
0.6557811233457133	0.6832542	n222
0.6756441556956964	0.683284	n698
0.6515539937349449	0.6835671	n506
0.6649168809670243	0.683601	n920
0.6564253618337648	0.6837006999999999	n794
0.7428296356837383	0.68373646	n1711
0.6666251520546964	0.683833	n1097
0.6931306385197151	0.6838968	n1390
0.6642318831656809	0.6841265	n822
0.6549761671312044	0.684547	n364
0.677909850615642	0.68458	n1098
0.6801945173870046	0.6846368	n552
0.6555778764936764	0.6848441999999999	n861
0.6876839071277058	0.684978	n1083
0.6568240120515636	0.6851125	n514
0.6845108482186055	0.685245	n597
0.6636652750802479	0.6860601	n661
0.6762863562180832	0.6863309	n1217
0.6806140433451968	0.6868890999999999	n1079
0.6679230143989917	0.6872613999999999	n877
0.6854483124243196	0.6874612999999999	n405
0.674826086781056	0.687826	n898
0.674712550641268	0.6879698000000001	n671
0.6933317535524055	0.688192	n682
0.6656009402315486	0.6882109000000001	n803
0.6724089522414948	0.6883005	n600
0.6645094219107937	0.6884140000000001	n1137
0.6807397536482971	0.6884778	n876
0.6680412700382136	0.688611	n790
0.6944271600971257	0.6886293	n1176
0.6768033157057795	0.689015	n1216
0.6839686420904723	0.689049	n1181
0.6647177636769921	0.6896788	n1081
0.669626995032633	0.690422	n917
0.6910446734006506	0.6905067	n1394
0.6640390942953439	0.6908169	n847
0.6702684179102268	0.690929	n555
0.6911196222694997	0.6910545	n1060
0.6830103959980468	0.6910871	n1166
0.6756727140303385	0.691182	n1169
0.6786202291341108	0.691346	n1117
0.6910141039156815	0.69135209	n465
0.6823104486459401	0.6918121	n685
0.6765004230588789	0.6920484	n860
0.675052944537931	0.6921537	n1072
0.6804845520794818	0.6923828000000001	n746
0.6814847373600577	0.6924779999999999	n1275
0.6847011030395306	0.6928872	n754
0.6974562206428196	0.6931160000000001	n823
0.6982144243160624	0.693217	n1506
0.6974208243970662	0.6932171	n1054
0.6819569554568146	0.6932454	n601
0.7065878352944575	0.6932689000000001	n1023
0.6874248709656006	0.6933539	n1288
0.6911353092420496	0.6935878	n554
0.6732742831888172	0.693802	n721
0.6998881036181117	0.6938150000000001	n217
0.756864126455984	0.6942613	n1818
0.7117175557642712	0.694327	n1258
0.6736999766746785	0.6943329	n1195
0.6799479503569262	0.6950102	n953
0.6790432008631964	0.695117	n1191
0.6805440553138205	0.6954834000000001	n410
0.6866521870100042	0.6955583999999999	n1350
0.6771406526539455	0.69556	n1300
0.6767526789628486	0.6955601899999999	n1106
0.6699434160173992	0.695562	n1101
0.6924164120002874	0.6955824	n1339
0.6766619988761424	0.6958596	n784
0.6832590144014586	0.6960051	n1262
0.6927869758333876	0.696151	n360
0.6996962398769251	0.696283	n1289
0.7140298423334568	0.6965249	n764
0.6647653743090642	0.6966536	n1127
0.7080564577091757	0.6967183	n420
0.693997846540676	0.6973374	n1452
0.6845556432402201	0.697472	n1235
0.6779598612204376	0.697632	n1312
0.7067402268585613	0.6976378	n590
0.6661911458141505	0.69779	n302
0.683353900473882	0.69791	n1110
0.6935991024691952	0.6984441	n1260
0.6935796613493684	0.6987667	n521
0.6846136984463234	0.699024	n833
0.6824248294688655	0.6991638	n1291
0.6683340935258109	0.699164	n1128
0.7078666051183159	0.6996704	n1015
0.6769613518984676	0.69973796	n1299
0.6817676391727088	0.699836	n924
0.6832706388503482	0.699897	n1319
0.6972648932083869	0.7000729	n591
0.699839836010266	0.700259	n1504
0.6909648977710166	0.7002862	n871
0.6828224204808255	0.700684	n503
0.6915526229348822	0.701392	n830
0.6871776335520798	0.7014981	n498
0.6906842752620693	0.7017875	n646
0.6947091635959641	0.7017891	n1168
0.6890390202179737	0.7017962	n1150
0.6982923228720579	0.702105	n1346
0.6943467140840496	0.7021267	n712
0.7072986562659983	0.702276	n1265
0.6881841338446821	0.7023794999999999	n759
0.7042402329255315	0.702713	n184
0.6816815619387173	0.7030413	n1250
0.7547686418920387	0.703066	n310
0.707455512583828	0.703457	n412
0.7026380164984315	0.703496	n501
0.6929901261502087	0.7035764	n1206
